Período;Código;Nome;Turma;Siape;Horário;Matrícula;Nota;Situação
2;ECT2401;COMPUTAÇÃO NUMÉRICA;02B;4523538-6;35M34  6T34 (22/07/2019 - 23/11/2019);20170039257;-;INDEFERIDO
2;ECT2204;INTRODUÇÃO À FÍSICA CLÁSSICA I;1;2913810-0;46M34 (22/07/2019 - 07/12/2019);20190111043;5.30;APROVADO POR NOTA
2;ECT2207;PROBABILIDADE E ESTATÍSTICA;1;1753234-7;35T12 (22/07/2019 - 07/12/2019);20190111043;5.50;APROVADO POR NOTA
2;ECT2205;PRÁTICAS DE LEITURA E ESCRITA II;2;3030343-7;2M56 (22/07/2019 - 07/12/2019);20190111043;5.90;APROVADO POR NOTA
2;ECT2203;LÓGICA DE PROGRAMAÇÃO;01A;1943220-0,1312423-6;46M12  2T34 (22/07/2019 - 23/11/2019);20190111043;8.50;APROVADO
2;ECT2302;METODOLOGIA CIENTÍFICA E TECNOLÓGICA;1;3242299-9;2T12 (22/07/2019 - 07/12/2019);20190111043;8.30;APROVADO
2;ECT2206;GESTÃO E ECONOMIA DA CIÊNCIA, TECNOLOGIA E INOVAÇÃO;1;1753067-1,3143010-6;35M56 (22/07/2019 - 07/12/2019);20190111043;5.30;APROVADO POR NOTA
2;ECT2412;MECÂNICA DOS SÓLIDOS;2;1752508-1;46M34 (22/07/2019 - 07/12/2019);20160108486;0.80;REPROVADO POR MÉDIA E POR FALTAS
2;ECT2307;FÍSICA EXPERIMENTAL I;01A;1717472-6,1354851-6;2M234 (05/08/2019 - 09/11/2019);20160108486;6.20;APROVADO POR NOTA
2;CIV1202;GESTÃO AMBIENTAL;1;3089275-1;24M34;20160146208;5.70;APROVADO POR NOTA
2;ECT2301;CÁLCULO III;3;1671983-4;35T56 (22/07/2019 - 07/12/2019);20160146208;4.70;REPROVADO
2;CIV1203;PEDOLOGIA;1;1662859-6;3M3456;20160146208;5.60;APROVADO POR NOTA
2;IMD0704;ADMINISTRAÇÃO DE SERVIÇOS DE REDES PARA INTERNET;1;1231792-8;24N12 (22/07/2019 - 07/12/2019);2014075203;-;INDEFERIDO
2;ECT2207;PROBABILIDADE E ESTATÍSTICA;2;1894891-1;35M34 (22/07/2019 - 07/12/2019);20170038993;3.20;REPROVADO
2;ECT2201;CÁLCULO II;3;1753781-1;35M56 (22/07/2019 - 07/12/2019);20170038993;5.20;APROVADO POR NOTA
2;ECT1552;INSTITUIÇÕES E SERVIÇOS TECNOLÓGICOS;1;1753896-5,3143010-6;35T34 (22/07/2019 - 07/12/2019);20170038993;4.50;REPROVADO
2;ECT2202;ÁLGEBRA LINEAR;2;1508148-8;46M56 (22/07/2019 - 07/12/2019);20170038993;-;INDEFERIDO
2;ECT2204;INTRODUÇÃO À FÍSICA CLÁSSICA I;1;2913810-0;46M34 (22/07/2019 - 07/12/2019);20170038993;3.90;REPROVADO
2;ECT1550;POLÍTICAS DE GESTÃO EM CIÊNCIA, TECNOLOGIA E INOVAÇÃO;1;3143010-6,1753896-5;35T12 (22/07/2019 - 07/12/2019);20170038993;8.20;APROVADO
2;ECT2411;CIÊNCIA E TECNOLOGIA DOS MATERIAIS;02A;3057895-9,2254759-4;35T34 (22/07/2019 - 18/08/2019),  35T34 4T12 (19/08/2019 - 05/10/2019),  35T34 (06/10/2019 - 16/11/2019);20150126810;5.50;APROVADO POR NOTA
2;CAC1103;METEOROLOGIA E CLIMATOLOGIA;1;2411669-8;35T12;20170031876;6.00;APROVADO POR NOTA
2;ECT2102;VETORES E GEOMETRIA ANALÍTICA;6;2565098-1;25N34 (22/07/2019 - 07/12/2019);20190083628;3.50;REPROVADO
2;ECT2205;PRÁTICAS DE LEITURA E ESCRITA II;2;3030343-7;2M56 (22/07/2019 - 07/12/2019);20190083628;5.20;APROVADO POR NOTA
2;ECT2103;CÁLCULO I;6;1672787-0;2356N12 (23/09/2019 - 07/12/2019);20190083628;-;INDEFERIDO
2;ECT2206;GESTÃO E ECONOMIA DA CIÊNCIA, TECNOLOGIA E INOVAÇÃO;2;1753123-5;35M56 (22/07/2019 - 07/12/2019);20190083628;1.80;REPROVADO
2;ECT2307;FÍSICA EXPERIMENTAL I;03A;1808127-6;2T456 (05/08/2019 - 09/11/2019);2016013390;-;INDEFERIDO
2;CIV1106;FUNDAMENTOS DE CARTOGRAFIA E SENSORIAMENTO REMOTO;1;3060504-2;24M56;20180148827;8.90;APROVADO
2;CIV1105;ECOLOGIA APLICADA À ENGENHARIA AMBIENTAL;1;1177742-9;24T34;20180148827;5.10;APROVADO POR NOTA
2;CIV1202;GESTÃO AMBIENTAL;1;3089275-1;24M34;20180148827;4.10;REPROVADO
2;CIV1203;PEDOLOGIA;1;1662859-6;3M3456;20180148827;5.40;APROVADO POR NOTA
2;CIV1205;QUALIDADE DA ÁGUA;1;3057847-9;35M12;20180148827;-;TRANCADO
2;ECT2415;EQUAÇÕES DIFERENCIAIS;2;2340200-0;35N12 (22/07/2019 - 07/12/2019);20180037935;-;DESISTENCIA
2;ECT1552;INSTITUIÇÕES E SERVIÇOS TECNOLÓGICOS;1;1753896-5,3143010-6;35T34 (22/07/2019 - 07/12/2019);20190004123;6.20;APROVADO POR NOTA
2;ECT2416;EXPRESSÃO GRÁFICA;03A;2266607-1;2N1234 (22/07/2019 - 07/12/2019);20190004123;5.90;APROVADO POR NOTA
2;ECT2540;PROGRAMAÇÃO ORIENTADA A OBJETOS;02A;2114893-9;46M56 (22/07/2019 - 07/12/2019);20190004123;5.30;APROVADO POR NOTA
2;FPE0087;LÍNGUA BRASILEIRA DE SINAIS - LIBRAS;4;2646318-2;6T3456 (22/07/2019 - 07/12/2019);20190004123;-;INDEFERIDO
2;ECT2304;INTRODUÇÃO À FÍSICA CLÁSSICA II;2;1808127-6;46T12 (22/07/2019 - 07/12/2019);20190004123;-;INDEFERIDO
2;ECT2302;METODOLOGIA CIENTÍFICA E TECNOLÓGICA;2;3242299-9;3T12 (22/07/2019 - 07/12/2019);20190004123;6.30;APROVADO POR NOTA
2;ECT2206;GESTÃO E ECONOMIA DA CIÊNCIA, TECNOLOGIA E INOVAÇÃO;2;1753123-5;35M56 (22/07/2019 - 07/12/2019);20190004123;5.20;APROVADO POR NOTA
2;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;4;1753033-6;4N12 (22/07/2019 - 07/12/2019);20190084680;2.40;REPROVADO POR MÉDIA E POR FALTAS
2;ECT2102;VETORES E GEOMETRIA ANALÍTICA;4;1674079-5;25N12 (22/07/2019 - 07/12/2019);20190084680;0.00;REPROVADO POR MÉDIA E POR FALTAS
2;ECT2104;QUÍMICA GERAL;05B;2275848-0,1481705-7,3432383-1,3143826-3;4T56  36N12 (22/07/2019 - 07/12/2019);20190084680;-;INDEFERIDO
2;ECT2103;CÁLCULO I;4;6350665-5;2356N34 (23/09/2019 - 07/12/2019);20190084680;0.30;REPROVADO POR MÉDIA E POR FALTAS
2;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;4;3891450-8;4N34 (22/07/2019 - 07/12/2019);20190084680;2.30;REPROVADO POR MÉDIA E POR FALTAS
2;ECT2207;PROBABILIDADE E ESTATÍSTICA;2;1894891-1;35M34 (22/07/2019 - 07/12/2019);20190073210;2.00;REPROVADO
2;ECT2202;ÁLGEBRA LINEAR;2;1508148-8;46M56 (22/07/2019 - 07/12/2019);20190073210;5.00;APROVADO POR NOTA
2;ECT2206;GESTÃO E ECONOMIA DA CIÊNCIA, TECNOLOGIA E INOVAÇÃO;3;1753896-5,3143010-6;35M12 (22/07/2019 - 07/12/2019);20190073210;5.20;APROVADO POR NOTA
2;ECT2204;INTRODUÇÃO À FÍSICA CLÁSSICA I;1;2913810-0;46M34 (22/07/2019 - 07/12/2019);20190073210;5.20;APROVADO POR NOTA
2;ECT2205;PRÁTICAS DE LEITURA E ESCRITA II;3;2087054-1;2M34 (22/07/2019 - 07/12/2019);20190073210;6.00;APROVADO POR NOTA
2;ECT2201;CÁLCULO II;3;1753781-1;35M56 (22/07/2019 - 07/12/2019);20190073210;0.00;REPROVADO
2;ECT2203;LÓGICA DE PROGRAMAÇÃO;01B;1943220-0,1312423-6;46M12  2T34 (22/07/2019 - 23/11/2019);20190073210;0.60;REPROVADO POR MÉDIA E POR FALTAS
2;ECT2403;FÍSICA EXPERIMENTAL II;04A;1330358-1;4T234 (05/08/2019 - 09/11/2019);20170038797;7.00;APROVADO
2;MEC1505;CAD PARA ENGENHARIA I;1;3357809-7;35T12 (22/07/2019 - 07/12/2019);20170038797;6.50;APROVADO POR NOTA
2;ELE1622;INSTRUMENTAÇÃO INDUSTRIAL;1;2247492-9;35M56;20170038797;6.30;APROVADO POR NOTA
2;ECT2608;METODOLOGIA DA PESQUISA PARA O TRABALHO DE CONCLUSÃO DE CURSO EM CIÊNCIAS E TECNOLOGIA;1;1746024-9;4T56 (22/07/2019 - 07/12/2019);20170038797;9.20;APROVADO
2;DCA0105;TEORIA DE CIRCUITOS;1;3157048-0,346287-2;35T34;20170038797;4.60;REPROVADO
2;ELE2715.0;CIRCUITOS DIGITAIS - TEORIA;1;2566657-8;2T56;20170038797;5.30;APROVADO POR NOTA
2;ELE2715.1;CIRCUITOS DIGITAIS - LABORATÓRIO;1;2566657-8;2N12;20170038797;7.00;APROVADO
2;ECT2102;VETORES E GEOMETRIA ANALÍTICA;6;2565098-1;25N34 (22/07/2019 - 07/12/2019);20190084429;-;INDEFERIDO
2;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;6;3058487-8;4N34 (22/07/2019 - 07/12/2019);20190084429;5.40;APROVADO POR NOTA
2;ECT2104;QUÍMICA GERAL;06E;3143826-3,2276334-3,1481705-7,1523912-0;7T34  36N34 (22/07/2019 - 07/12/2019);20190084429;-;DESISTENCIA
2;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;6;3891450-8;4N12 (22/07/2019 - 07/12/2019);20190084429;5.80;APROVADO POR NOTA
2;ECT2103;CÁLCULO I;6;1672787-0;2356N12 (23/09/2019 - 07/12/2019);20190084429;-;INDEFERIDO
2;ECT2414;ELETRICIDADE APLICADA;02D;1658061-5;35T56 6T12 (22/07/2019 - 08/09/2019),  35T56 (09/09/2019 - 23/11/2019);20170033950;3.30;REPROVADO
2;ECT2203;LÓGICA DE PROGRAMAÇÃO;02A;2459504-9;46M34  3T34 (22/07/2019 - 23/11/2019);20190068971;-;INDEFERIDO
2;ECT2205;PRÁTICAS DE LEITURA E ESCRITA II;1;1673239-3;2M34 (22/07/2019 - 07/12/2019);20190068971;6.70;APROVADO POR NOTA
2;ECT2206;GESTÃO E ECONOMIA DA CIÊNCIA, TECNOLOGIA E INOVAÇÃO;3;1753896-5,3143010-6;35M12 (22/07/2019 - 07/12/2019);20190068971;0.90;REPROVADO POR MÉDIA E POR FALTAS
2;ECT2305;PRÁTICA DE LEITURA EM INGLÊS;3;1319338-6;4T34 (22/07/2019 - 07/12/2019);20190068971;8.20;APROVADO
2;ECT2302;METODOLOGIA CIENTÍFICA E TECNOLÓGICA;2;3242299-9;3T12 (22/07/2019 - 07/12/2019);20190068971;7.70;APROVADO
2;ECT2101;PRÉ-CÁLCULO;8;2646069-8;2356T56 (22/07/2019 - 21/09/2019);20190068971;5.00;APROVADO POR NOTA
2;ECT2102;VETORES E GEOMETRIA ANALÍTICA;7;4857669-9;25M56 (22/07/2019 - 07/12/2019);20190068971;5.70;APROVADO POR NOTA
2;ECT2203;LÓGICA DE PROGRAMAÇÃO;02A;2459504-9;46M34  3T34 (22/07/2019 - 23/11/2019);20190069075;-;INDEFERIDO
2;ECT2205;PRÁTICAS DE LEITURA E ESCRITA II;1;1673239-3;2M34 (22/07/2019 - 07/12/2019);20190069075;5.20;APROVADO POR NOTA
2;ECT2206;GESTÃO E ECONOMIA DA CIÊNCIA, TECNOLOGIA E INOVAÇÃO;3;1753896-5,3143010-6;35M12 (22/07/2019 - 07/12/2019);20190069075;1.00;REPROVADO POR MÉDIA E POR FALTAS
2;ECT2101;PRÉ-CÁLCULO;8;2646069-8;2356T56 (22/07/2019 - 21/09/2019);20190069075;5.10;APROVADO POR NOTA
2;ECT2102;VETORES E GEOMETRIA ANALÍTICA;7;4857669-9;25M56 (22/07/2019 - 07/12/2019);20190069075;5.10;APROVADO POR NOTA
2;ECT2413;MECÂNICA DOS FLUIDOS;3;3068002-8;35N34 (22/07/2019 - 07/12/2019);2016013390;3.90;REPROVADO
2;ECT2203;LÓGICA DE PROGRAMAÇÃO;02A;2459504-9;46M34  3T34 (22/07/2019 - 23/11/2019);20190082003;6.50;APROVADO POR NOTA
2;ECT2206;GESTÃO E ECONOMIA DA CIÊNCIA, TECNOLOGIA E INOVAÇÃO;3;3143010-6,1753896-5;35M12 (22/07/2019 - 07/12/2019);20190082003;0.00;REPROVADO POR MÉDIA E POR FALTAS
2;ECT2205;PRÁTICAS DE LEITURA E ESCRITA II;2;3030343-7;2M56 (22/07/2019 - 07/12/2019);20190082003;6.40;APROVADO POR NOTA
2;ECT2202;ÁLGEBRA LINEAR;2;1508148-8;46M56 (22/07/2019 - 07/12/2019);20190082003;2.10;REPROVADO
2;ECT2103;CÁLCULO I;7;1756325-1;35M56 (22/07/2019 - 07/12/2019);20190082003;4.00;REPROVADO
2;QUI1000;QUÍMICA AMBIENTAL;1;3149615-8;46T12;20170031876;8.10;APROVADO
2;CIV1101;GEOLOGIA AMBIENTAL;1;3060504-2;35T56;20170031876;8.00;APROVADO
2;ECT2414;ELETRICIDADE APLICADA;01D;1569480-3;5M56  35T34 (22/07/2019 - 08/09/2019),  35T34 (09/09/2019 - 23/11/2019);20170031876;5.90;APROVADO POR NOTA
2;CIV1105;ECOLOGIA APLICADA À ENGENHARIA AMBIENTAL;1;1177742-9;24T34;20170031876;6.60;APROVADO POR NOTA
2;CIV1202;GESTÃO AMBIENTAL;1;3089275-1;24M34;20170031876;8.80;APROVADO
2;ECT2304;INTRODUÇÃO À FÍSICA CLÁSSICA II;2;1808127-6;46T12 (22/07/2019 - 07/12/2019);20170132467;5.70;APROVADO POR NOTA
2;ECT2202;ÁLGEBRA LINEAR;2;1508148-8;46M56 (22/07/2019 - 07/12/2019);20170132467;0.00;REPROVADO POR MÉDIA E POR FALTAS
2;ECT2307;FÍSICA EXPERIMENTAL I;06A;1717472-6,1354851-6;3T123 (05/08/2019 - 09/11/2019);20170132467;5.80;APROVADO POR NOTA
2;ECT2201;CÁLCULO II;2;2141197-4;35M34 (22/07/2019 - 07/12/2019);20170132467;5.10;APROVADO POR NOTA
2;ECT2301;CÁLCULO III;4;2583622-8;35N12 (22/07/2019 - 07/12/2019);2016013390;5.00;APROVADO POR NOTA
2;CIV1301;FUNDAMENTOS DE GEOTECNIA;1;2085750-2;24T12;2016015877;6.20;APROVADO POR NOTA
2;CIV1203;PEDOLOGIA;1;1662859-6;3M3456;2016015877;8.20;APROVADO
2;CIV1302;HIDRÁULICA PARA ENGENHARIA AMBIENTAL;1;1222082-7;35T56;2016015877;7.00;APROVADO
2;CIV1206;MICROBIOLOGIA AMBIENTAL;1;1764855-8;5M3456 (22/07/2019 - 07/12/2019);2016015877;5.20;APROVADO POR NOTA
2;CIV1306;GESTÃO DE RECURSOS HÍDRICOS;1;1759777-5;35T12;2016015877;8.10;APROVADO
2;ECT2207;PROBABILIDADE E ESTATÍSTICA;1;1753234-7;35T12 (22/07/2019 - 07/12/2019);20180037935;5.20;APROVADO POR NOTA
2;DEF0651;ATIVIDADE FISICA, LAZER E CULTURA;6;1154701-6;35M56;20150126346;7.60;APROVADO
2;ECT2201;CÁLCULO II;4;1912054-2;35N12 (22/07/2019 - 07/12/2019);20190069398;7.00;APROVADO
2;ECT2203;LÓGICA DE PROGRAMAÇÃO;04B;1312423-6;5T56  35N34 (22/07/2019 - 23/11/2019);20190069398;10.00;APROVADO
2;ECT2302;METODOLOGIA CIENTÍFICA E TECNOLÓGICA;4;3242299-9;2N12 (22/07/2019 - 07/12/2019);20190069398;7.70;APROVADO
2;ECT2205;PRÁTICAS DE LEITURA E ESCRITA II;4;3030343-7;2N34 (22/07/2019 - 07/12/2019);20190069398;8.50;APROVADO
2;ELE0515;CIRCUITOS LOGICOS;2;1149336-6;46N34;2015007979;6.10;APROVADO POR NOTA
2;DCO1002;ENGENHARIA DE SOFTWARE;1;1422699-7;4T56  2N34;2015007979;5.50;APROVADO POR NOTA
2;DCO1005;PRINCÍPIOS DE TELECOMUNICAÇÕES;1;1412682-8;35N34;2015007979;7.20;APROVADO
2;DCO1008;PROCESSAMENTO DIGITAL DE SINAIS;1;349732-3;35T56;2015007979;6.00;APROVADO POR NOTA
2;CIV0348;LEGISLACAO E SEGURANCA DO TRABALHO;3;1149549-1;35M34;2015007979;9.70;APROVADO
2;DCO2006;LABORATÓRIO DE REDES DE COMPUTADORES;1;1804383-8;4N12;2015007979;9.50;APROVADO
2;ECT2301;CÁLCULO III;3;1671983-4;35T56 (22/07/2019 - 07/12/2019);20180032358;8.70;APROVADO
2;ECT2205;PRÁTICAS DE LEITURA E ESCRITA II;2;3030343-7;2M56 (22/07/2019 - 07/12/2019);20180032358;-;INDEFERIDO
2;ECT2302;METODOLOGIA CIENTÍFICA E TECNOLÓGICA;1;3242299-9;2T12 (22/07/2019 - 07/12/2019);20180032358;9.70;APROVADO
2;ECT1503;MATEMÁTICA FINANCEIRA;1;1753123-5;35T56 (22/07/2019 - 07/12/2019);2015092512;-;CANCELADO
2;MEC1601;PROCESSOS DE FABRICAÇÃO MECÂNICA I;1;2613355-7;35T34 (22/07/2019 - 07/12/2019);2016017933;6.50;APROVADO POR NOTA
2;DIM0493;TÓPICOS ESPECIAIS EM COMPUTAÇÃO XVI;1;1172485-6;24T12;20170034994;-;DESISTENCIA
2;DCA0105;TEORIA DE CIRCUITOS;1;346287-2,3157048-0;35T34;20170034994;7.90;APROVADO
2;DCA0104;ARQUITETURA DE COMPUTADORES;1;2452782-5;24M12;20170034994;9.50;APROVADO
2;DCA0214.0;ESTRUTURAS DE DADOS - TEORIA;1;3104443-5;35M34;20170034994;6.60;APROVADO POR NOTA
2;DCA0213.1;ELETRÔNICA - LABORATÓRIO;1;1149567-9;6T34;20170034994;9.40;APROVADO
2;DCA0213.0;ELETRÔNICA - TEORIA;1;1149567-9;24M34;20170034994;9.40;APROVADO
2;ECT2205;PRÁTICAS DE LEITURA E ESCRITA II;2;3030343-7;2M56 (22/07/2019 - 07/12/2019);20190070272;6.30;APROVADO POR NOTA
2;ECT2207;PROBABILIDADE E ESTATÍSTICA;2;1894891-1;35M34 (22/07/2019 - 07/12/2019);20190070272;1.30;REPROVADO
2;ECT2203;LÓGICA DE PROGRAMAÇÃO;02A;2459504-9;46M34  3T34 (22/07/2019 - 23/11/2019);20190070272;7.60;APROVADO
2;ECT2206;GESTÃO E ECONOMIA DA CIÊNCIA, TECNOLOGIA E INOVAÇÃO;3;1753896-5,3143010-6;35M12 (22/07/2019 - 07/12/2019);20190070272;6.60;APROVADO POR NOTA
2;ECT2201;CÁLCULO II;3;1753781-1;35M56 (22/07/2019 - 07/12/2019);20190070272;0.50;REPROVADO
2;ECT2202;ÁLGEBRA LINEAR;2;1508148-8;46M56 (22/07/2019 - 07/12/2019);20190070272;5.00;APROVADO POR NOTA
2;MEC1602;SISTEMAS TÉRMICOS II;1;1770049-5;35T56 (22/07/2019 - 07/12/2019);2016017933;5.40;APROVADO POR NOTA
2;MEC1508;DINÂMICA;1;3153425-4;46M56 (22/07/2019 - 07/12/2019);2016017933;6.00;APROVADO POR NOTA
2;MEC1705;CAD PARA ENGENHARIA II;3;350690-0;4N1234 (22/07/2019 - 07/12/2019);2016017933;8.50;APROVADO
2;ECT2301;CÁLCULO III;5;2583622-8;35N34 (22/07/2019 - 07/12/2019);20170003497;7.40;APROVADO
2;ECT2303;LINGUAGEM DE PROGRAMAÇÃO;05D;2836616-8,1312423-6;7T34  35N12 (22/07/2019 - 07/12/2019);20170003497;0.00;REPROVADO
2;ECT2102;VETORES E GEOMETRIA ANALÍTICA;8;1674079-5;25T56 (22/07/2019 - 07/12/2019);20180106101;1.50;REPROVADO
2;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;1;1753033-6;4T12 (22/07/2019 - 07/12/2019);20180106101;6.40;APROVADO POR NOTA
2;ECT2101;PRÉ-CÁLCULO;1;2646069-8;2356T12 (22/07/2019 - 21/09/2019);20180106101;4.00;REPROVADO
2;ECT2104;QUÍMICA GERAL;01A;1481705-7,3432383-1;2M12  36T34 (22/07/2019 - 07/12/2019);20180106101;-;INDEFERIDO
2;ECT2103;CÁLCULO I;1;2196137-1;2356T12 (23/09/2019 - 07/12/2019);20180106101;0.00;REPROVADO POR MÉDIA E POR FALTAS
2;ECT2203;LÓGICA DE PROGRAMAÇÃO;01A;1943220-0,1312423-6;46M12  2T34 (22/07/2019 - 23/11/2019);20180106101;-;INDEFERIDO
2;ECT2413;MECÂNICA DOS FLUIDOS;1;1271737-3;35M34 (22/07/2019 - 07/12/2019);20170138110;5.60;APROVADO POR NOTA
2;DCA0100;MATEMATICA DISCRETA;1;1149639-0;35M56;20170138110;5.60;APROVADO POR NOTA
2;DCA1202;PROGRAMAÇAO AVANÇADA;02A;350751-5;345T56;20170138110;8.30;APROVADO
2;ECT2207;PROBABILIDADE E ESTATÍSTICA;1;1753234-7;35T12 (22/07/2019 - 07/12/2019);20170138110;6.40;APROVADO POR NOTA
2;ECT2702;TÓPICOS AVANÇADOS EM INFORMÁTICA I;01A;1943220-0;46T12 (22/07/2019 - 07/12/2019);20170138110;10.00;APROVADO
2;ECT2402;INTRODUÇÃO À FÍSICA CLÁSSICA III;2;1328776-3;46M56 (22/07/2019 - 07/12/2019);20170138110;5.90;APROVADO POR NOTA
2;DBF3003;BIOFÍSICA;01A;1032508-7;35N34;2015092512;-;CANCELADO
2;DBF3003;BIOFÍSICA;01A;1032508-7;35N34;20170033950;8.10;APROVADO
2;MOR0070;BLOCO MORFOLOGICO;1;2318723-1,1667882-8,3492786-9;24N1234;20170033950;6.30;APROVADO POR NOTA
2;DEB0604;BASES CINESIOLÓGICAS DO MOVIMENTO HUMANO;1;2682800-8;56N12;20170033950;9.00;APROVADO
2;MEC1505;CAD PARA ENGENHARIA I;4;3357809-7;5M3456 (22/07/2019 - 07/12/2019);2015091239;6.00;APROVADO POR NOTA
2;ECT2412;MECÂNICA DOS SÓLIDOS;3;3068002-8,2087565-9;46N34 (22/07/2019 - 07/12/2019);20160142737;6.20;APROVADO POR NOTA
2;ECT2403;FÍSICA EXPERIMENTAL II;06A;1801831-1;7M345 (05/08/2019 - 16/11/2019);20160142737;-;TRANCADO
2;ECT2415;EQUAÇÕES DIFERENCIAIS;2;2340200-0;35N12 (22/07/2019 - 07/12/2019);20160142737;0.70;REPROVADO
2;ECT2413;MECÂNICA DOS FLUIDOS;3;3068002-8;35N34 (22/07/2019 - 07/12/2019);20160142737;9.20;APROVADO
2;ECT2402;INTRODUÇÃO À FÍSICA CLÁSSICA III;3;1648476-4;46N12 (22/07/2019 - 07/12/2019);20160142737;8.30;APROVADO
2;ECT2402;INTRODUÇÃO À FÍSICA CLÁSSICA III;2;1328776-3;46M56 (22/07/2019 - 07/12/2019);2014022774;6.10;APROVADO POR NOTA
2;ECT2402;INTRODUÇÃO À FÍSICA CLÁSSICA III;3;1648476-4;46N12 (22/07/2019 - 07/12/2019);2015092512;-;CANCELADO
2;ECT2412;MECÂNICA DOS SÓLIDOS;3;3068002-8,2087565-9;46N34 (22/07/2019 - 07/12/2019);2015092512;-;CANCELADO
2;ECT2412;MECÂNICA DOS SÓLIDOS;3;3068002-8,2087565-9;46N34 (22/07/2019 - 07/12/2019);2015014650;-;TRANCADO
2;ECT2411;CIÊNCIA E TECNOLOGIA DOS MATERIAIS;02C;2254759-4,3057895-9;35T34 (22/07/2019 - 18/08/2019),  35T34 6T12 (19/08/2019 - 05/10/2019),  35T34 (06/10/2019 - 16/11/2019);2015014650;0.00;REPROVADO POR MÉDIA E POR FALTAS
2;CIV0401;INTRODUÇÃO À ENGENHARIA CIVIL;3;1149451-6,346279-1;3T56;2015014650;0.50;REPROVADO POR MÉDIA E POR FALTAS
2;FPE0087;LÍNGUA BRASILEIRA DE SINAIS - LIBRAS;4;2646318-2;6T3456 (22/07/2019 - 07/12/2019);20150121690;-;INDEFERIDO
2;ECT2402;INTRODUÇÃO À FÍSICA CLÁSSICA III;2;1328776-3;46M56 (22/07/2019 - 07/12/2019);20160158263;5.70;APROVADO POR NOTA
2;ECT2401;COMPUTAÇÃO NUMÉRICA;02A;4523538-6;35M34  6T34 (22/07/2019 - 23/11/2019);20150126810;5.00;APROVADO POR NOTA
2;ECT2414;ELETRICIDADE APLICADA;02A;1658061-5;3T1256 5T56 (22/07/2019 - 08/09/2019),  35T56 (09/09/2019 - 23/11/2019);20150126810;2.40;REPROVADO
2;DEB0503;SISTEMAS DE INFORMAÇÃO NA SAÚDE;1;2613423-5;3N12 5N34;20150126810;6.00;APROVADO POR NOTA
2;DCA0213.1;ELETRÔNICA - LABORATÓRIO;2;1149567-9;6T56;2014089826;5.80;APROVADO POR NOTA
2;DCA0108;SISTEMAS OPERACIONAIS;1;2452782-5;35M12;2014089826;7.80;APROVADO
2;DCA0214.1;ESTRUTURAS DE DADOS - LABORATÓRIO;1;3104443-5;6M34;2014089826;7.00;APROVADO
2;DCA0213.0;ELETRÔNICA - TEORIA;1;1149567-9;24M34;2014089826;5.80;APROVADO POR NOTA
2;DCA0214.0;ESTRUTURAS DE DADOS - TEORIA;1;3104443-5;35M34;2014089826;5.80;APROVADO POR NOTA
2;ECT2204;INTRODUÇÃO À FÍSICA CLÁSSICA I;3;1475328-8;46M56 (22/07/2019 - 07/12/2019);20180042210;5.80;APROVADO POR NOTA
2;ECT2205;PRÁTICAS DE LEITURA E ESCRITA II;2;3030343-7;2M56 (22/07/2019 - 07/12/2019);20180042210;-;INDEFERIDO
2;ECT2207;PROBABILIDADE E ESTATÍSTICA;2;1894891-1;35M34 (22/07/2019 - 07/12/2019);20180042210;0.50;REPROVADO POR MÉDIA E POR FALTAS
2;ECT2206;GESTÃO E ECONOMIA DA CIÊNCIA, TECNOLOGIA E INOVAÇÃO;2;1753123-5;35M56 (22/07/2019 - 07/12/2019);20180042210;7.00;APROVADO
2;DEB0604;BASES CINESIOLÓGICAS DO MOVIMENTO HUMANO;1;2682800-8;56N12;20170035730;9.00;APROVADO
2;ECT2204;INTRODUÇÃO À FÍSICA CLÁSSICA I;1;2913810-0;46M34 (22/07/2019 - 07/12/2019);2014084928;0.00;CANCELADO
2;ECT2201;CÁLCULO II;2;2141197-4;35M34 (22/07/2019 - 07/12/2019);2014084928;0.00;CANCELADO
2;FPE0087;LÍNGUA BRASILEIRA DE SINAIS - LIBRAS;13;1891306-9;3T3456 (22/07/2019 - 07/12/2019);20170036872;9.10;APROVADO
2;ECT2413;MECÂNICA DOS FLUIDOS;2;1271737-3;35M56 (22/07/2019 - 07/12/2019);20170041498;7.90;APROVADO
2;MEC1505;CAD PARA ENGENHARIA I;1;3357809-7;35T12 (22/07/2019 - 07/12/2019);20170041498;7.90;APROVADO
2;ELE0701;ELETRÔNICA;01A;3157135-4;246T12;20170041498;5.30;APROVADO POR NOTA
2;DCA0105;TEORIA DE CIRCUITOS;2;347427-7;35M34;20170041498;-;DESISTENCIA
2;DCA1202;PROGRAMAÇAO AVANÇADA;01A;1279464-5;246M12;20170041498;6.90;APROVADO POR NOTA
2;ECT2416;EXPRESSÃO GRÁFICA;03A;2266607-1;2N1234 (22/07/2019 - 07/12/2019);20170118225;-;INDEFERIDO
2;ECT2102;VETORES E GEOMETRIA ANALÍTICA;8;1674079-5;25T56 (22/07/2019 - 07/12/2019);20170118225;-;CANCELADO
