Período;Código;Nome;Turma;Siape;Horário;Matrícula;Nota;Situação
2;ECT2305;PRÁTICA DE LEITURA EM INGLÊS;1;1319338-6;2T34 (22/07/2019 - 07/12/2019);20180030872;7.10;APROVADO
2;ECT2303;LINGUAGEM DE PROGRAMAÇÃO;02A;1170845-1;4M34  46T34 (22/07/2019 - 07/12/2019);20180030872;3.20;REPROVADO
2;ECT2204;INTRODUÇÃO À FÍSICA CLÁSSICA I;2;2913810-0;46T12 (22/07/2019 - 07/12/2019);20180030872;2.30;REPROVADO
2;ECT2207;PROBABILIDADE E ESTATÍSTICA;1;1753234-7;35T12 (22/07/2019 - 07/12/2019);20180030872;-;INDEFERIDO
2;ECT2202;ÁLGEBRA LINEAR;2;1508148-8;46M56 (22/07/2019 - 07/12/2019);20180030872;0.20;REPROVADO
2;ECT2201;CÁLCULO II;2;2141197-4;35M34 (22/07/2019 - 07/12/2019);20180030872;-;DESISTENCIA
2;ECT2207;PROBABILIDADE E ESTATÍSTICA;4;1914304-6;35N34 (22/07/2019 - 07/12/2019);20180031350;7.20;APROVADO
2;ECT2201;CÁLCULO II;3;1753781-1;35M56 (22/07/2019 - 07/12/2019);20180031350;0.70;REPROVADO
2;ECT2303;LINGUAGEM DE PROGRAMAÇÃO;04C;3051115-3;7M56  35N34 (22/07/2019 - 07/12/2019);20180107360;-;DESISTENCIA
2;ECT2104;QUÍMICA GERAL;06B;1523912-0,3432383-1,1481705-7,3143826-3;6T56  36N34 (22/07/2019 - 07/12/2019);20190082522;-;DESISTENCIA
2;ECT2102;VETORES E GEOMETRIA ANALÍTICA;5;2565098-1;25N12 (22/07/2019 - 07/12/2019);20180042677;8.10;APROVADO
2;ECT2206;GESTÃO E ECONOMIA DA CIÊNCIA, TECNOLOGIA E INOVAÇÃO;2;1753123-5;35M56 (22/07/2019 - 07/12/2019);20180042677;5.30;APROVADO POR NOTA
2;ECT2103;CÁLCULO I;5;1672787-0;2356N34 (23/09/2019 - 07/12/2019);20180042677;7.90;APROVADO
2;ECT2103;CÁLCULO I;6;1672787-0;2356N12 (23/09/2019 - 07/12/2019);20190082522;-;INDEFERIDO
2;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;6;3058487-8;4N34 (22/07/2019 - 07/12/2019);20190082522;6.10;APROVADO POR NOTA
2;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;6;3891450-8;4N12 (22/07/2019 - 07/12/2019);20190082522;7.80;APROVADO
2;ECT2102;VETORES E GEOMETRIA ANALÍTICA;6;2565098-1;25N34 (22/07/2019 - 07/12/2019);20190082522;-;INDEFERIDO
2;ECT2205;PRÁTICAS DE LEITURA E ESCRITA II;2;3030343-7;2M56 (22/07/2019 - 07/12/2019);20190076356;5.90;APROVADO POR NOTA
2;ECT2202;ÁLGEBRA LINEAR;3;1508148-8;46M12 (22/07/2019 - 07/12/2019);20190076356;0.00;REPROVADO POR MÉDIA E POR FALTAS
2;ECT2305;PRÁTICA DE LEITURA EM INGLÊS;2;1755308-5;2T56 (22/07/2019 - 07/12/2019);20190076356;5.50;APROVADO POR NOTA
2;ECT2206;GESTÃO E ECONOMIA DA CIÊNCIA, TECNOLOGIA E INOVAÇÃO;3;1753896-5,3143010-6;35M12 (22/07/2019 - 07/12/2019);20190076356;0.80;REPROVADO POR MÉDIA E POR FALTAS
2;ECT2103;CÁLCULO I;7;1756325-1;35M56 (22/07/2019 - 07/12/2019);20190076356;1.90;REPROVADO
2;ECT2203;LÓGICA DE PROGRAMAÇÃO;03A;1763991-5;46M34  4T34 (22/07/2019 - 23/11/2019);20190076356;-;INDEFERIDO
2;DCA0107;SISTEMAS DE TRANSMISSAO DE DADOS;1;1837240-8,1543191-8,3157048-0;35M56;20170097537;9.80;APROVADO
2;DCA0214.1;ESTRUTURAS DE DADOS - LABORATÓRIO;2;3104443-5;6M56;20170097537;9.70;APROVADO
2;DCA0120;PROJETO E DESENVOLVIMENTO DE SOFTWARE;1;3146574-1;35M12;20170097537;8.80;APROVADO
2;DCA0214.0;ESTRUTURAS DE DADOS - TEORIA;1;3104443-5;35M34;20170097537;10.00;APROVADO
2;DCA0213.1;ELETRÔNICA - LABORATÓRIO;1;1149567-9;6T34;20170097537;9.90;APROVADO
2;DCA0213.0;ELETRÔNICA - TEORIA;1;1149567-9;24M34;20170097537;9.90;APROVADO
2;DCA0104;ARQUITETURA DE COMPUTADORES;1;2452782-5;24M12;20170097537;9.50;APROVADO
2;DCA0105;TEORIA DE CIRCUITOS;1;3157048-0,346287-2;35T34;20170097537;8.20;APROVADO
2;ECT2205;PRÁTICAS DE LEITURA E ESCRITA II;2;3030343-7;2M56 (22/07/2019 - 07/12/2019);20190077012;5.90;APROVADO POR NOTA
2;DEF0051;METODOLOGIA DO FUTSAL;1;3138718-9;35T34;2015092236;8.00;APROVADO
2;ECT2103;CÁLCULO I;8;1091102-4;35T56 (22/07/2019 - 07/12/2019);20190099904;5.70;APROVADO POR NOTA
2;ECT2205;PRÁTICAS DE LEITURA E ESCRITA II;5;2087054-1;2N34 (22/07/2019 - 07/12/2019);20190099904;6.20;APROVADO POR NOTA
2;DCA0105;TEORIA DE CIRCUITOS;2;347427-7;35M34;2016010253;2.50;REPROVADO
2;ECT2401;COMPUTAÇÃO NUMÉRICA;04D;1671947-8,2614800-7;7M34  35N12 (22/07/2019 - 23/11/2019);2016010253;5.90;APROVADO POR NOTA
2;DCA0104;ARQUITETURA DE COMPUTADORES;1;2452782-5;24M12;2016010253;7.30;APROVADO
2;DCA0118;PROCESSAMENTO DIGITAL DE SINAIS;1;3060990-1;24M34;2016010253;-;INDEFERIDO
2;ECT2401;COMPUTAÇÃO NUMÉRICA;04C;1671947-8,2614800-7;7M12  35N12 (22/07/2019 - 23/11/2019);20180036491;1.00;CANCELADO
2;ECT2305;PRÁTICA DE LEITURA EM INGLÊS;3;1319338-6;4T34 (22/07/2019 - 07/12/2019);20190069119;8.90;APROVADO
2;ECT2206;GESTÃO E ECONOMIA DA CIÊNCIA, TECNOLOGIA E INOVAÇÃO;3;1753896-5,3143010-6;35M12 (22/07/2019 - 07/12/2019);20190069119;7.10;APROVADO
2;ECT2205;PRÁTICAS DE LEITURA E ESCRITA II;1;1673239-3;2M34 (22/07/2019 - 07/12/2019);20190069119;7.40;APROVADO
2;ECT2207;PROBABILIDADE E ESTATÍSTICA;1;1753234-7;35T12 (22/07/2019 - 07/12/2019);20190069119;5.20;APROVADO POR NOTA
2;ECT2202;ÁLGEBRA LINEAR;1;1680333-9;46M56 (22/07/2019 - 07/12/2019);20190069119;3.10;REPROVADO
2;ECT2203;LÓGICA DE PROGRAMAÇÃO;01A;1312423-6,1943220-0;46M12  2T34 (22/07/2019 - 23/11/2019);20190069119;5.50;APROVADO POR NOTA
2;ECT2201;CÁLCULO II;3;1753781-1;35M56 (22/07/2019 - 07/12/2019);20190069119;1.70;REPROVADO
2;ECT2204;INTRODUÇÃO À FÍSICA CLÁSSICA I;1;2913810-0;46M34 (22/07/2019 - 07/12/2019);20190069119;4.20;REPROVADO
2;ECT2206;GESTÃO E ECONOMIA DA CIÊNCIA, TECNOLOGIA E INOVAÇÃO;3;1753896-5,3143010-6;35M12 (22/07/2019 - 07/12/2019);20190069852;7.20;APROVADO
2;ECT2305;PRÁTICA DE LEITURA EM INGLÊS;3;1319338-6;4T34 (22/07/2019 - 07/12/2019);20190069852;9.10;APROVADO
2;ECT2207;PROBABILIDADE E ESTATÍSTICA;1;1753234-7;35T12 (22/07/2019 - 07/12/2019);20190069852;7.10;APROVADO
2;ECT2205;PRÁTICAS DE LEITURA E ESCRITA II;1;1673239-3;2M34 (22/07/2019 - 07/12/2019);20190069852;6.50;APROVADO POR NOTA
2;ECT2202;ÁLGEBRA LINEAR;1;1680333-9;46M56 (22/07/2019 - 07/12/2019);20190069852;8.10;APROVADO
2;ECT2203;LÓGICA DE PROGRAMAÇÃO;01A;1312423-6,1943220-0;46M12  2T34 (22/07/2019 - 23/11/2019);20190069852;9.60;APROVADO
2;ECT2201;CÁLCULO II;3;1753781-1;35M56 (22/07/2019 - 07/12/2019);20190069852;5.70;APROVADO POR NOTA
2;ECT2204;INTRODUÇÃO À FÍSICA CLÁSSICA I;1;2913810-0;46M34 (22/07/2019 - 07/12/2019);20190069852;8.90;APROVADO
2;ECT2305;PRÁTICA DE LEITURA EM INGLÊS;1;1319338-6;2T34 (22/07/2019 - 07/12/2019);20190134520;7.30;APROVADO
2;ECT2205;PRÁTICAS DE LEITURA E ESCRITA II;2;3030343-7;2M56 (22/07/2019 - 07/12/2019);20190134520;5.50;APROVADO POR NOTA
2;ECT2203;LÓGICA DE PROGRAMAÇÃO;02A;2459504-9;46M34  3T34 (22/07/2019 - 23/11/2019);20190134520;7.60;APROVADO
2;ECT2103;CÁLCULO I;7;1756325-1;35M56 (22/07/2019 - 07/12/2019);20190134520;6.40;APROVADO POR NOTA
2;ECT2202;ÁLGEBRA LINEAR;2;1508148-8;46M56 (22/07/2019 - 07/12/2019);20190134520;5.00;APROVADO POR NOTA
2;ICE1040;NEUROBIOLOGIA DA MÚSICA;1;1728817-9;24T234 (29/07/2019 - 06/09/2019);20150121690;7.90;APROVADO
2;ECT2305;PRÁTICA DE LEITURA EM INGLÊS;2;1755308-5;2T56 (22/07/2019 - 07/12/2019);20190071055;9.40;APROVADO
2;ECT2206;GESTÃO E ECONOMIA DA CIÊNCIA, TECNOLOGIA E INOVAÇÃO;5;1753896-5,3143010-6;24N12 (22/07/2019 - 07/12/2019);20190071055;6.20;APROVADO POR NOTA
2;ECT2207;PROBABILIDADE E ESTATÍSTICA;2;1894891-1;35M34 (22/07/2019 - 07/12/2019);20190071055;6.70;APROVADO POR NOTA
2;ECT2102;VETORES E GEOMETRIA ANALÍTICA;7;4857669-9;25M56 (22/07/2019 - 07/12/2019);20190071055;5.50;APROVADO POR NOTA
2;ECT2203;LÓGICA DE PROGRAMAÇÃO;03A;1763991-5;46M34  4T34 (22/07/2019 - 23/11/2019);20190071055;-;INDEFERIDO
2;ECT2204;INTRODUÇÃO À FÍSICA CLÁSSICA I;2;2913810-0;46T12 (22/07/2019 - 07/12/2019);20190071055;8.10;APROVADO
2;ECT2302;METODOLOGIA CIENTÍFICA E TECNOLÓGICA;1;3242299-9;2T12 (22/07/2019 - 07/12/2019);20190071055;7.70;APROVADO
2;FPE0087;LÍNGUA BRASILEIRA DE SINAIS - LIBRAS;3;3066375-1;4N1234 (22/07/2019 - 07/12/2019);20190083127;-;INDEFERIDO
2;DCA0118;PROCESSAMENTO DIGITAL DE SINAIS;2;1543191-8;24T34;2015092236;0.40;REPROVADO
2;DCO1005;PRINCÍPIOS DE TELECOMUNICAÇÕES;1;1412682-8;35N34;2015092236;5.70;APROVADO POR NOTA
2;ECT2203;LÓGICA DE PROGRAMAÇÃO;03A;1763991-5;46M34  4T34 (22/07/2019 - 23/11/2019);20190075635;10.00;APROVADO
2;ECT2205;PRÁTICAS DE LEITURA E ESCRITA II;2;3030343-7;2M56 (22/07/2019 - 07/12/2019);20190075635;6.20;APROVADO POR NOTA
2;ECT2207;PROBABILIDADE E ESTATÍSTICA;1;1753234-7;35T12 (22/07/2019 - 07/12/2019);20190075635;5.20;APROVADO POR NOTA
2;ECT2204;INTRODUÇÃO À FÍSICA CLÁSSICA I;2;2913810-0;46T12 (22/07/2019 - 07/12/2019);20190075635;5.10;APROVADO POR NOTA
2;ECT2525;DESENVOLVIMENTO PARA DISPOSITIVOS MÓVEIS;1;3193556-9;2T1234 (22/07/2019 - 07/12/2019);20190078593;-;INDEFERIDO
2;ECT2307;FÍSICA EXPERIMENTAL I;05A;1718474-8;3M456 (05/08/2019 - 09/11/2019);20190078593;1.40;CANCELADO
2;ECT2304;INTRODUÇÃO À FÍSICA CLÁSSICA II;2;1808127-6;46T12 (22/07/2019 - 07/12/2019);20190078593;-;INDEFERIDO
2;ECT2201;CÁLCULO II;4;1912054-2;35N12 (22/07/2019 - 07/12/2019);20190078593;0.00;CANCELADO
2;ECT2104;QUÍMICA GERAL;01D;3432383-1,1481705-7;3M12  36T34 (22/07/2019 - 07/12/2019);20190078593;-;CANCELADO
2;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;3;3058487-8;4T34 (22/07/2019 - 07/12/2019);20190078593;-;CANCELADO
2;ECT2206;GESTÃO E ECONOMIA DA CIÊNCIA, TECNOLOGIA E INOVAÇÃO;5;1753896-5,3143010-6;24N12 (22/07/2019 - 07/12/2019);20190078593;-;CANCELADO
2;ECT2104;QUÍMICA GERAL;03B;3143826-3,1481705-7,2275848-0,1523912-0;5M34  36T12 (22/07/2019 - 07/12/2019);20190076196;0.00;REPROVADO POR MÉDIA E POR FALTAS
2;ECT2205;PRÁTICAS DE LEITURA E ESCRITA II;2;3030343-7;2M56 (22/07/2019 - 07/12/2019);20190076196;6.40;APROVADO POR NOTA
2;ECT2202;ÁLGEBRA LINEAR;1;1680333-9;46M56 (22/07/2019 - 07/12/2019);20190076196;-;TRANCADO
2;ECT2203;LÓGICA DE PROGRAMAÇÃO;02A;2459504-9;46M34  3T34 (22/07/2019 - 23/11/2019);20190076196;-;TRANCADO
2;ECT2103;CÁLCULO I;7;1756325-1;35M56 (22/07/2019 - 07/12/2019);20190076196;3.60;REPROVADO
2;ECT2206;GESTÃO E ECONOMIA DA CIÊNCIA, TECNOLOGIA E INOVAÇÃO;3;1753896-5,3143010-6;35M12 (22/07/2019 - 07/12/2019);20190076196;4.70;REPROVADO
2;ECT2205;PRÁTICAS DE LEITURA E ESCRITA II;4;3030343-7;2N34 (22/07/2019 - 07/12/2019);20180136020;5.40;APROVADO POR NOTA
2;ECT2104;QUÍMICA GERAL;05D;3143826-3,2275848-0,1481705-7,2276334-3;7M56  36N12 (22/07/2019 - 07/12/2019);20180136020;3.70;REPROVADO
2;ECT2203;LÓGICA DE PROGRAMAÇÃO;04A;1312423-6;5T56  35N34 (22/07/2019 - 23/11/2019);20180136020;9.80;APROVADO
2;ECT2305;PRÁTICA DE LEITURA EM INGLÊS;3;1319338-6;4T34 (22/07/2019 - 07/12/2019);20190069290;8.90;APROVADO
2;ECT2205;PRÁTICAS DE LEITURA E ESCRITA II;1;1673239-3;2M34 (22/07/2019 - 07/12/2019);20190069290;4.90;REPROVADO
2;ECT2102;VETORES E GEOMETRIA ANALÍTICA;7;4857669-9;25M56 (22/07/2019 - 07/12/2019);20190069290;5.30;APROVADO POR NOTA
2;ECT2203;LÓGICA DE PROGRAMAÇÃO;03C;3193556-9,1763991-5;46M34  4T56 (22/07/2019 - 23/11/2019);20190069290;4.20;REPROVADO
2;DEF0051;METODOLOGIA DO FUTSAL;1;3138718-9;35T34;20170138120;7.90;APROVADO
2;ECT2305;PRÁTICA DE LEITURA EM INGLÊS;1;1319338-6;2T34 (22/07/2019 - 07/12/2019);20180110543;-;DESISTENCIA
2;ECT2207;PROBABILIDADE E ESTATÍSTICA;1;1753234-7;35T12 (22/07/2019 - 07/12/2019);20180110543;-;INDEFERIDO
2;ECT2205;PRÁTICAS DE LEITURA E ESCRITA II;5;2087054-1;2N34 (22/07/2019 - 07/12/2019);20170042136;0.00;REPROVADO POR MÉDIA E POR FALTAS
2;ECT2306;MEIO AMBIENTE E DESENVOLVIMENTO URBANO;1;1674419-7;35T56 (22/07/2019 - 07/12/2019);20170042136;0.00;REPROVADO POR MÉDIA E POR FALTAS
2;ECT2302;METODOLOGIA CIENTÍFICA E TECNOLÓGICA;5;1544724-5;2N12 (22/07/2019 - 07/12/2019);20170042136;0.00;REPROVADO POR MÉDIA E POR FALTAS
2;ECT2608;METODOLOGIA DA PESQUISA PARA O TRABALHO DE CONCLUSÃO DE CURSO EM CIÊNCIAS E TECNOLOGIA;1;1746024-9;4T56 (22/07/2019 - 07/12/2019);20170138120;9.40;APROVADO
2;DCO1003;REDES DE COMPUTADORES;1;1804383-8;35N12;20170138120;-;INDEFERIDO
2;ECT2303;LINGUAGEM DE PROGRAMAÇÃO;04B;3051115-3;3T56  35N34 (22/07/2019 - 07/12/2019);20170138120;-;INDEFERIDO
2;ECT2102;VETORES E GEOMETRIA ANALÍTICA;5;2565098-1;25N12 (22/07/2019 - 07/12/2019);20190083520;8.90;APROVADO
2;FPE0087;LÍNGUA BRASILEIRA DE SINAIS - LIBRAS;3;3066375-1;4N1234 (22/07/2019 - 07/12/2019);20190083520;-;INDEFERIDO
2;ECT2412;MECÂNICA DOS SÓLIDOS;3;2087565-9,3068002-8;46N34 (22/07/2019 - 07/12/2019);20180136272;7.00;APROVADO
2;ECT2416;EXPRESSÃO GRÁFICA;03A;2266607-1;2N1234 (22/07/2019 - 07/12/2019);20180136272;7.20;APROVADO
2;ECT2415;EQUAÇÕES DIFERENCIAIS;2;2340200-0;35N12 (22/07/2019 - 07/12/2019);20180136272;6.40;APROVADO POR NOTA
2;ECT2307;FÍSICA EXPERIMENTAL I;09A;1801831-1;7T123 (05/08/2019 - 16/11/2019);20180136272;6.40;APROVADO POR NOTA
2;ECT2304;INTRODUÇÃO À FÍSICA CLÁSSICA II;4;1801831-1;46N12 (22/07/2019 - 07/12/2019);20180136272;6.20;APROVADO POR NOTA
2;ECT1553;EMPREENDEDORISMO, NEGÓCIOS E GESTÃO DE PROJETOS INOVADORES;1;3143010-6,1753067-1;5N1234 (22/07/2019 - 07/12/2019);2016022693;8.40;APROVADO
2;ECT1550;POLÍTICAS DE GESTÃO EM CIÊNCIA, TECNOLOGIA E INOVAÇÃO;1;3143010-6,1753896-5;35T12 (22/07/2019 - 07/12/2019);2016022693;5.00;APROVADO POR NOTA
2;ECT1531;PRÁTICAS DE LEITURA E ESCRITA DE GÊNEROS DA ESFERA PROFISSIONAL;1;1673239-3,3891450-8;35T56 (22/07/2019 - 02/11/2019);2016022693;8.30;APROVADO
2;ECT2301;CÁLCULO III;1;2340200-0;35T34 (22/07/2019 - 07/12/2019);2016022693;5.00;APROVADO POR NOTA
2;ECT1564;GESTÃO ESTRATÉGICA;1;1753067-1,3143010-6;24T56 (22/07/2019 - 07/12/2019);2016022693;7.10;APROVADO
2;ECT2104;QUÍMICA GERAL;03E;3143826-3,1523912-0,2275848-0,1481705-7;6M34  36T12 (22/07/2019 - 07/12/2019);20160108726;-;INDEFERIDO
2;ECT2202;ÁLGEBRA LINEAR;5;1680333-9;46N12 (22/07/2019 - 07/12/2019);20160108726;-;CANCELADO
2;ECT2302;METODOLOGIA CIENTÍFICA E TECNOLÓGICA;4;3242299-9;2N12 (22/07/2019 - 07/12/2019);20160108726;-;CANCELADO
2;ECT2412;MECÂNICA DOS SÓLIDOS;3;3068002-8,2087565-9;46N34 (22/07/2019 - 07/12/2019);20180031978;6.00;APROVADO POR NOTA
2;ECT2416;EXPRESSÃO GRÁFICA;03A;2266607-1;2N1234 (22/07/2019 - 07/12/2019);20180031978;6.90;APROVADO POR NOTA
2;ECT2402;INTRODUÇÃO À FÍSICA CLÁSSICA III;3;1648476-4;46N12 (22/07/2019 - 07/12/2019);20180031978;7.00;APROVADO
2;ECT2403;FÍSICA EXPERIMENTAL II;02A;1330358-1;2T456 (05/08/2019 - 09/11/2019);20180031978;7.50;APROVADO
2;MEC1505;CAD PARA ENGENHARIA I;1;3357809-7;35T12 (22/07/2019 - 07/12/2019);20160108566;5.00;APROVADO POR NOTA
2;ELE2715.1;CIRCUITOS DIGITAIS - LABORATÓRIO;1;2566657-8;2N12;20160108566;-;INDEFERIDO
2;ELE2715.0;CIRCUITOS DIGITAIS - TEORIA;1;2566657-8;2T56;20160108566;-;INDEFERIDO
2;ELE0701;ELETRÔNICA;01A;3157135-4;246T12;20160108566;1.10;REPROVADO
2;DCA0103;ANALISE DE SINAIS E SISTEMAS;2;347052-2;246M34;20160108566;1.70;REPROVADO
2;ECT2104;QUÍMICA GERAL;06A;1523912-0,3432383-1,3143826-3,1481705-7;3T56  36N34 (22/07/2019 - 07/12/2019);20180107646;-;INDEFERIDO
2;ECT2202;ÁLGEBRA LINEAR;5;1680333-9;46N12 (22/07/2019 - 07/12/2019);20180107646;0.80;CANCELADO
2;ECT2201;CÁLCULO II;4;1912054-2;35N12 (22/07/2019 - 07/12/2019);20180107646;1.30;CANCELADO
2;ECT2105;PRÁTICAS DE LEITURA E ESCRITA I;5;3030343-7;4N34 (22/07/2019 - 07/12/2019);20180107646;3.70;CANCELADO
2;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;3;3058487-8;4T34 (22/07/2019 - 07/12/2019);20180107646;1.40;CANCELADO
2;ECT2401;COMPUTAÇÃO NUMÉRICA;02A;4523538-6;35M34  6T34 (22/07/2019 - 23/11/2019);20160108486;-;INDEFERIDO
2;MEC1509;METROLOGIA INDUSTRIAL;2;1792681-7;5N1234 (22/07/2019 - 07/12/2019);20170044195;9.50;APROVADO
2;ECT2415;EQUAÇÕES DIFERENCIAIS;3;2352793-7;35T56 (22/07/2019 - 07/12/2019);20170044195;0.80;REPROVADO
2;MEC1505;CAD PARA ENGENHARIA I;5;3151629-9;3N1234 (22/07/2019 - 07/12/2019);20170044195;7.50;APROVADO
2;MEC1506;METALOGRAFIA E TRATAMENTOS TÉRMICOS;2;2550377-6;26N34 (22/07/2019 - 07/12/2019);20170044195;7.50;APROVADO
2;ECT2402;INTRODUÇÃO À FÍSICA CLÁSSICA III;3;1648476-4;46N12 (22/07/2019 - 07/12/2019);20170044195;8.50;APROVADO
2;ECT2203;LÓGICA DE PROGRAMAÇÃO;01A;1312423-6,1943220-0;46M12  2T34 (22/07/2019 - 23/11/2019);20190070639;-;INDEFERIDO
2;ECT2101;PRÉ-CÁLCULO;1;2646069-8;2356T12 (22/07/2019 - 21/09/2019);20190070639;3.30;CANCELADO
2;ECT2102;VETORES E GEOMETRIA ANALÍTICA;4;1674079-5;25N12 (22/07/2019 - 07/12/2019);20190070639;0.30;CANCELADO
2;ECT2103;CÁLCULO I;7;1756325-1;35M56 (22/07/2019 - 07/12/2019);20190070639;0.90;CANCELADO
2;ECT2403;FÍSICA EXPERIMENTAL II;06A;1801831-1;7M345 (05/08/2019 - 16/11/2019);2016015474;7.60;APROVADO
2;ECT2412;MECÂNICA DOS SÓLIDOS;3;2087565-9,3068002-8;46N34 (22/07/2019 - 07/12/2019);2016015474;7.90;APROVADO
2;ECT2413;MECÂNICA DOS FLUIDOS;4;3068002-8;35N12 (22/07/2019 - 07/12/2019);2016015474;2.20;REPROVADO
2;ECT2402;INTRODUÇÃO À FÍSICA CLÁSSICA III;3;1648476-4;46N12 (22/07/2019 - 07/12/2019);2016015474;8.20;APROVADO
2;DCA0103;ANALISE DE SINAIS E SISTEMAS;1;1149639-0;246T56;2016015474;-;INDEFERIDO
2;MEC1610;ELEMENTOS DE AUTOMAÇÃO INDUSTRIAL;1;3030693-2;24T56 (22/07/2019 - 07/12/2019);20170038213;8.10;APROVADO
2;MEC1601;PROCESSOS DE FABRICAÇÃO MECÂNICA I;1;2613355-7;35T34 (22/07/2019 - 07/12/2019);20170038213;6.40;APROVADO POR NOTA
2;MEC1602;SISTEMAS TÉRMICOS II;1;1770049-5;35T56 (22/07/2019 - 07/12/2019);20170038213;7.90;APROVADO
2;MEC1608;MÁQUINAS DE FLUXO;1;349104-0;24T34 (22/07/2019 - 07/12/2019);20170038213;9.00;APROVADO
2;MEC1604;MECÂNICA DOS SÓLIDOS II;1;1338331-2;24T12 (22/07/2019 - 07/12/2019);20170038213;6.70;APROVADO POR NOTA
2;ECT2412;MECÂNICA DOS SÓLIDOS;1;2087565-9;46M56 (22/07/2019 - 07/12/2019);2014074583;5.00;APROVADO POR NOTA
2;ECT2413;MECÂNICA DOS FLUIDOS;2;1271737-3;35M56 (22/07/2019 - 07/12/2019);2014074583;0.40;REPROVADO
2;CIV1205;QUALIDADE DA ÁGUA;1;3057847-9;35M12;2014074583;5.10;APROVADO POR NOTA
2;CIV1105;ECOLOGIA APLICADA À ENGENHARIA AMBIENTAL;1;1177742-9;24T34;2014074583;5.50;APROVADO POR NOTA
2;ECT2102;VETORES E GEOMETRIA ANALÍTICA;5;2565098-1;25N12 (22/07/2019 - 07/12/2019);20180040411;-;INDEFERIDO
2;ECT2103;CÁLCULO I;8;1091102-4;35T56 (22/07/2019 - 07/12/2019);20180040411;5.00;APROVADO POR NOTA
2;ECT2101;PRÉ-CÁLCULO;7;3550015-0;246M56 (22/07/2019 - 19/10/2019);20180040411;5.00;APROVADO POR NOTA
2;ECT2303;LINGUAGEM DE PROGRAMAÇÃO;05A;2836616-8;5T34  35N12 (22/07/2019 - 07/12/2019);20190083109;6.70;APROVADO POR NOTA
2;ECT2204;INTRODUÇÃO À FÍSICA CLÁSSICA I;1;2913810-0;46M34 (22/07/2019 - 07/12/2019);20190083109;7.40;APROVADO
2;ECT2205;PRÁTICAS DE LEITURA E ESCRITA II;2;3030343-7;2M56 (22/07/2019 - 07/12/2019);20190083109;6.50;APROVADO POR NOTA
2;ECT2207;PROBABILIDADE E ESTATÍSTICA;1;1753234-7;35T12 (22/07/2019 - 07/12/2019);20190083109;6.00;APROVADO POR NOTA
2;ECT2206;GESTÃO E ECONOMIA DA CIÊNCIA, TECNOLOGIA E INOVAÇÃO;1;3143010-6,1753067-1;35M56 (22/07/2019 - 07/12/2019);20190083109;1.40;REPROVADO
2;ECT2416;EXPRESSÃO GRÁFICA;03B;2266607-1;2N1234 (22/07/2019 - 20/10/2019),  24T56 (21/10/2019 - 07/12/2019);20190083109;7.40;APROVADO
2;ECT2207;PROBABILIDADE E ESTATÍSTICA;1;1753234-7;35T12 (22/07/2019 - 07/12/2019);20180040313;0.00;CANCELADO
2;LET0568;LÍNGUA BRASILEIRA DE SINAIS - LIBRAS;7;3144570-7;2T1234;20170038376;-;INDEFERIDO
2;DEB0604;BASES CINESIOLÓGICAS DO MOVIMENTO HUMANO;1;2682800-8;56N12;20170038376;8.90;APROVADO
2;DEB0503;SISTEMAS DE INFORMAÇÃO NA SAÚDE;1;2613423-5;3N12 5N34;20170038376;6.80;APROVADO POR NOTA
2;ECT2414;ELETRICIDADE APLICADA;01C;1569480-3;345T34 (22/07/2019 - 08/09/2019),  35T34 (09/09/2019 - 23/11/2019);20170038376;7.60;APROVADO
2;MOR0070;BLOCO MORFOLOGICO;1;2318723-1,3492786-9,1667882-8;24N1234;20170038376;8.00;APROVADO
2;ECT2103;CÁLCULO I;6;1672787-0;2356N12 (23/09/2019 - 07/12/2019);20180030030;-;INDEFERIDO
2;ECT2305;PRÁTICA DE LEITURA EM INGLÊS;2;1755308-5;2T56 (22/07/2019 - 07/12/2019);20180030030;6.10;APROVADO POR NOTA
2;ECT2102;VETORES E GEOMETRIA ANALÍTICA;6;2565098-1;25N34 (22/07/2019 - 07/12/2019);20180030030;-;INDEFERIDO
2;ECT2101;PRÉ-CÁLCULO;9;3550015-0;246T34 (22/07/2019 - 19/10/2019);20180030030;0.40;REPROVADO POR MÉDIA E POR FALTAS
2;ECT2106;CIÊNCIA, TECNOLOGIA E SOCIEDADE;4;1753033-6;4N12 (22/07/2019 - 07/12/2019);20180030030;7.20;APROVADO
2;ECT2411;CIÊNCIA E TECNOLOGIA DOS MATERIAIS;02C;3057895-9,2254759-4;35T34 (22/07/2019 - 18/08/2019),  35T34 6T12 (19/08/2019 - 05/10/2019),  35T34 (06/10/2019 - 16/11/2019);20170039257;3.00;CANCELADO
2;ECT2413;MECÂNICA DOS FLUIDOS;2;1271737-3;35M56 (22/07/2019 - 07/12/2019);20170039257;0.00;CANCELADO
2;ECT2412;MECÂNICA DOS SÓLIDOS;1;2087565-9;46M56 (22/07/2019 - 07/12/2019);20170039257;-;INDEFERIDO
2;ECT2301;CÁLCULO III;3;1671983-4;35T56 (22/07/2019 - 07/12/2019);20170039257;0.00;CANCELADO
